patient_id,session_start_time,artist_name,album_name,track_name,total_track_duration,start_position_seconds,start_date,end_date,track_listening_duration,total_track_listening_duration,end_reason,device_name
PS03,16h-27m,Harry Styles,Harry's House,As It Was,2:47.300,2:35.289,16:27 - 02/25/2026,16:28 - 02/25/2026,0:11.162,0:11.162,skipped,iPad
PS03,16h-27m,Tame Impala,Currents,The Less I Know The Better,3:36.319,0:00.610,16:28 - 02/25/2026,16:28 - 02/25/2026,0:19.555,0:19.555,paused_and_closed,iPad
